model,modelAge,name,age,mileage,state,owners,bodyType,numberOfDoors,fuelType,vehicleTransmission,drive,color,equipment,price,engineDisplacement,enginePower,technicalPassport
X3,3,20d,2,55654,не битый,2,SUV,5,diesel,AT,4wd,dark_blue,,2417000,2.0,190,1
5ER,25,525d,22,350000,не битый,3,wagon,5,diesel,MT,rwd,black,Базовая,190000,2.5,143,1
5ER,4,530i,2,62031,не битый,1,sedan,4,petrol,AT,4wd,black,,2749000,2.0,249,1
X5,14,30i,10,210000,не битый,1,SUV,5,petrol,AT,4wd,black,Базовая,990000,3.0,272,1
5ER,25,523i,21,250000,не битый,3,sedan,4,petrol,AT,rwd,green,,260000,2.5,170,1
X6,13,40d,11,178500,не битый,3,SUV,5,diesel,AT,4wd,red,,1149900,3.0,286,1
X6,6,30d,3,68845,не битый,2,SUV,5,diesel,AT,4wd,black,,3349000,3.0,249,1
X5,17,None,15,290000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,770000,3.0,218,1
5ER,4,530d,3,131000,не битый,1,sedan,4,diesel,AT,4wd,white,M Sport,3050000,3.0,249,1
X6,13,40d,11,178500,не битый,3,SUV,5,diesel,AT,4wd,red,,1149900,3.0,286,1
X3,10,30d,9,120000,не битый,2,SUV,5,diesel,AT,4wd,red,Базовая,1130000,3.0,258,1
5ER,4,530d,3,131000,не битый,1,sedan,4,diesel,AT,4wd,white,M Sport,3050000,3.0,249,1
X6,13,30d,10,245000,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,1349000,3.0,245,1
1ER,13,116i,11,170000,не битый,3,hatchback,5,petrol,AT,rwd,black,Базовая,400000,1.6,115,0
1ER,13,125i,12,96000,не битый,3,coupe,2,petrol,AT,rwd,dark_blue,Базовая,799000,3.0,218,0
X5,6,None,4,50000,не битый,2,SUV,5,petrol,AT,4wd,grey,M,4500000,4.4,575,1
X3,6,20i,3,35000,не битый,1,SUV,5,petrol,AT,4wd,white,M Sport,1875000,2.0,184,1
X6,1,30d,1,3935,не битый,1,SUV,5,diesel,AT,4wd,white,Base,7250000,3.0,249,1
X6,13,35i,9,140000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,1250000,3.0,306,1
1ER,13,116i,12,125994,не битый,3,hatchback,3,petrol,AT,rwd,biege,Базовая,485000,1.6,115,1
X6,6,35i,5,100000,не битый,3,SUV,5,petrol,AT,4wd,white,Prestige,2520000,3.0,306,1
X3,14,20d,11,155886,не битый,1,SUV,5,diesel,AT,4wd,silver,Базовая,670000,2.0,177,1
X5,17,None,14,248424,не битый,2,SUV,5,petrol,AT,4wd,black,Базовая,550000,4.4,320,1
5ER,39,520i,37,400000,не битый,3,sedan,4,petrol,MT,rwd,silver,Базовая,320000,2.0,125,1
X3,3,20i,1,11070,не битый,1,SUV,5,petrol,AT,4wd,grey,,2899000,2.0,184,1
3ER,5,318i,3,58200,не битый,3,sedan,4,petrol,AT,rwd,grey,,1319000,1.5,136,1
3ER,45,323i,39,200000,не битый,1,sedan,2,petrol,MT,rwd,blue,Базовая,650000,2.2,143,1
X1,11,20d,8,64000,не битый,2,SUV,5,diesel,AT,4wd,grey,Базовая,875000,2.0,177,1
5ER,25,520i,21,290000,не битый,2,sedan,4,petrol,MT,rwd,grey,Базовая,210000,2.0,150,1
3ER,22,325i,20,68432,не битый,3,coupe,2,petrol,MT,rwd,black,Базовая,666666,2.5,192,1
X5,14,None,13,200000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,800000,4.8,355,1
6ER,9,640d,8,109000,не битый,2,coupe,2,diesel,AT,4wd,dark_blue,Базовая,1600000,3.0,313,1
5ER,11,520i,7,135128,не битый,3,sedan,4,petrol,AT,rwd,black,,981000,2.0,184,1
5ER,13,530xi,13,210000,не битый,3,wagon,5,petrol,AT,4wd,grey,Luxury Navi,725000,3.0,272,1
X6,8,50i,7,93000,не битый,2,SUV,5,petrol,AT,4wd,dark_blue,Базовая,2000000,4.4,407,1
5ER,11,520i,7,150000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,1095000,2.0,184,1
3ER,15,325xi,12,171000,не битый,2,sedan,4,petrol,AT,4wd,black,Базовая,520000,2.5,218,1
3ER,12,318i,9,128000,не битый,3,sedan,4,petrol,AT,rwd,dark_blue,,620000,2.0,136,1
X6,8,30d,7,93854,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,1790000,3.0,245,1
X5,10,30d,8,140000,не битый,3,SUV,5,diesel,AT,4wd,brown,SE,1490000,3.0,245,1
5ER,13,530xi,12,195000,не битый,3,sedan,4,petrol,AT,4wd,black,Luxury Navi,550000,3.0,272,1
X6,8,35i,7,100273,не битый,2,SUV,5,petrol,AT,4wd,black,,1424000,3.0,306,1
4ER,7,420d,4,10230,не битый,1,cabriolet,2,diesel,AT,rwd,dark_blue,Базовая,3090000,2.0,190,1
5ER,20,520i,19,330000,не битый,2,wagon,5,petrol,AT,rwd,black,Базовая,400000,2.2,170,1
1ER,13,118i,9,125000,не битый,2,hatchback,5,petrol,AT,rwd,red,Базовая,550000,2.0,136,1
X1,8,18i,7,185000,не битый,2,SUV,5,petrol,AT,rwd,black,Базовая,800000,2.0,150,1
4ER,3,420d,1,9812,не битый,1,coupe,2,diesel,AT,4wd,white,Base,2250000,2.0,190,1
5ER,11,530d,10,232000,не битый,2,hatchback,5,diesel,AT,4wd,black,Базовая,1150000,3.0,245,1
3ER,5,318i,4,91311,не битый,1,sedan,4,petrol,AT,rwd,white,,1048000,1.5,136,1
3ER,5,320i,3,24000,не битый,2,sedan,4,petrol,AT,4wd,red,,1695000,2.0,184,1
X6,13,50i,12,162000,не битый,3,SUV,5,petrol,AT,4wd,red,Базовая,1100000,4.4,407,1
X6,8,None,8,40000,не битый,1,SUV,5,petrol,AT,4wd,dark_blue,M,2900000,4.4,555,1
5ER,32,520i,29,55000,не битый,2,sedan,4,petrol,MT,rwd,black,Базовая,100000,2.0,129,1
X5,7,35i,4,56000,не битый,1,SUV,5,petrol,AT,4wd,dark_blue,Pure Excellence,2540000,3.0,306,1
X6,13,35i,8,99824,не битый,1,SUV,5,petrol,AT,4wd,dark_blue,Базовая,1400000,3.0,306,1
5ER,7,520d,4,112000,не битый,1,sedan,4,diesel,AT,rwd,black,,1370000,2.0,190,1
8ER,31,None,29,200000,не битый,2,coupe,2,petrol,AT,rwd,black,Базовая,1500000,5.0,300,1
3ER,15,320i,10,123454,не битый,2,coupe,2,petrol,AT,rwd,biege,Базовая,682000,2.0,156,1
X1,11,20d,9,172000,не битый,3,SUV,5,diesel,AT,4wd,brown,Lifestyle,725000,2.0,177,1
X3,6,20d,6,86000,не битый,2,SUV,5,diesel,AT,4wd,black,Urban,1550000,2.0,190,1
3ER,15,325i,12,204000,не битый,3,coupe,2,petrol,AT,rwd,grey,Базовая,670000,2.5,218,1
5ER,11,530d,9,141800,не битый,3,sedan,4,diesel,AT,4wd,black,,1048000,3.0,258,1
5ER,4,520d,3,68278,не битый,3,sedan,4,diesel,AT,rwd,black,,1890000,2.0,190,1
X5,14,30i,10,79000,не битый,1,SUV,5,petrol,AT,4wd,grey,Базовая,1350000,3.0,264,1
5ER,4,530i,2,75283,не битый,1,sedan,4,petrol,AT,4wd,black,M Sport,2450000,2.0,249,1
X5,14,30i,12,180000,не битый,2,SUV,5,petrol,AT,4wd,dark_blue,Базовая,790000,3.0,272,1
7ER,26,730i,26,202000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,155000,3.0,218,1
X6,6,40d,3,21148,не битый,1,SUV,5,diesel,AT,4wd,black,M Sport Extravagance,4000000,3.0,313,1
3ER,9,320d,6,214000,не битый,2,sedan,4,diesel,AT,4wd,white,Luxury Line,1098000,2.0,184,1
5ER,11,520i,7,169840,не битый,2,sedan,4,petrol,AT,rwd,black,SE,1055000,2.0,184,1
5ER,11,550i,9,101000,не битый,3,sedan,4,petrol,AT,4wd,black,Базовая,1050000,4.4,407,1
X4,6,28i,5,63635,не битый,1,SUV,5,petrol,AT,4wd,grey,Base,2068000,2.0,245,1
5ER,4,520d,1,56200,не битый,2,sedan,4,diesel,AT,rwd,black,,2199000,2.0,190,1
X6,6,30d,3,39000,не битый,1,SUV,5,diesel,AT,4wd,black,M Sport,3900000,3.0,249,1
5ER,4,530i,3,37545,не битый,3,sedan,4,petrol,AT,4wd,grey,,2797000,2.0,249,1
X3,17,30d,15,258000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,620000,3.0,204,1
7ER,15,740Li,14,175000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,435000,4.0,306,1
X5,14,None,11,250000,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,1290000,3.0,286,1
5ER,11,523i,9,166000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,980000,2.5,204,1
X5,14,None,13,242000,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,690000,3.0,272,1
1ER,13,120d,10,119000,не битый,3,hatchback,5,diesel,AT,rwd,black,Базовая,750000,2.0,177,1
3ER,15,325xi,13,158000,не битый,2,coupe,2,petrol,AT,4wd,blue,Базовая,650000,2.5,218,1
5ER,7,520i,6,142000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,1085000,2.0,184,1
5ER,18,525i,17,370000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,399999,2.5,192,1
X5,10,30d,8,102653,не битый,2,SUV,5,diesel,AT,4wd,black,,1775000,3.0,245,1
3ER,5,320d,2,143266,не битый,1,sedan,4,diesel,AT,rwd,black,,1599000,2.0,190,1
7ER,5,750Li,2,16739,не битый,1,sedan,4,petrol,AT,4wd,black,Executive,5490000,4.4,450,1
5ER,18,530i,17,200000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,720000,3.0,231,1
5ER,4,520d,1,5070,не битый,1,sedan,4,diesel,AT,4wd,grey,,2943000,2.0,190,1
7ER,5,750d,2,2400,не битый,1,sedan,4,diesel,AT,4wd,black,Base,6250000,3.0,400,1
7ER,5,730i,1,36601,не битый,1,sedan,4,petrol,AT,rwd,black,,3399000,2.0,249,1
5ER,11,520i,8,144000,не битый,1,sedan,4,petrol,AT,rwd,black,Базовая,935000,2.0,184,1
3ER,9,320d,5,86282,не битый,3,sedan,4,diesel,AT,4wd,dark_blue,,1380000,2.0,184,1
X5,14,48i,13,210000,не битый,3,SUV,5,petrol,AT,4wd,grey,Базовая,950000,4.8,355,1
X3,14,20d,11,155886,не битый,1,SUV,5,diesel,AT,4wd,silver,Базовая,670000,2.0,177,1
5ER,7,520d,6,113500,не битый,2,sedan,4,diesel,AT,rwd,grey,Базовая,1250000,2.0,190,1
X6,13,35d,11,138000,не битый,2,SUV,5,diesel,AT,4wd,red,Базовая,1200000,3.0,286,1
7ER,15,760Li,15,148000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,700000,6.0,445,1
3ER,15,320i,13,229783,не битый,1,sedan,4,petrol,AT,rwd,black,,517000,2.0,150,1
7ER,12,740i,11,195000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,800000,3.0,326,1
X6,6,35i,5,100000,не битый,3,SUV,5,petrol,AT,4wd,white,Prestige,2520000,3.0,306,1
3ER,22,328i,20,380000,не битый,2,sedan,4,petrol,AT,rwd,black,Базовая,500000,2.8,193,1
X2,3,18i,2,46393,не битый,1,SUV,5,petrol,AM,fwd,black,Advantage,1747000,1.5,140,1
5ER,11,523i,10,195000,не битый,2,sedan,4,petrol,AT,rwd,dark_blue,Базовая,900000,2.5,204,1
X6,6,30d,5,87000,не битый,2,SUV,5,diesel,AT,4wd,black,Luxury,2850000,3.0,249,1
X4,6,20i,3,23000,не битый,2,SUV,5,petrol,AT,4wd,white,M Sport,1930000,2.0,184,1
7ER,5,730Ld,2,33426,не битый,2,sedan,4,diesel,AT,4wd,black,,3730000,3.0,249,1
3ER,9,320d,8,91000,не битый,3,sedan,4,diesel,AT,rwd,red,Базовая,1299000,2.0,184,1
1ER,16,120i,14,220000,не битый,3,hatchback,5,petrol,AT,rwd,grey,Базовая,420000,2.0,150,1
X1,8,20d,7,137000,не битый,2,SUV,5,diesel,AT,4wd,silver,Базовая,820000,2.0,184,1
X6,13,40d,9,138000,не битый,1,SUV,5,diesel,AT,4wd,black,Базовая,1725000,3.0,306,1
6ER,3,630d,2,30000,не битый,1,hatchback,5,diesel,AT,4wd,dark_blue,,3149000,3.0,249,1
5ER,13,550i,12,190000,не битый,1,sedan,4,petrol,AT,rwd,white,Базовая,1100000,4.8,367,1
X6,6,30d,3,50869,не битый,1,SUV,5,diesel,AT,4wd,grey,Luxury,3400000,3.0,249,1
3ER,12,325i,10,144000,не битый,3,coupe,2,petrol,AT,rwd,red,Базовая,880000,2.5,218,1
3ER,5,320i,4,155885,не битый,1,sedan,4,petrol,AT,rwd,white,,1149000,2.0,184,1
X4,1,None,1,6155,не битый,1,SUV,5,petrol,AT,4wd,red,,6290000,3.0,510,1
3ER,30,325i,28,150000,не битый,2,cabriolet,2,petrol,MT,rwd,dark_blue,Базовая,300000,2.5,192,1
3ER,9,320i,7,132000,не битый,2,sedan,4,petrol,AT,4wd,silver,Базовая,1150000,2.0,184,1
6ER,9,640i,7,129625,не битый,3,sedan,4,petrol,AT,4wd,red,,1857000,3.0,320,1
3ER,22,325i,20,292013,не битый,3,sedan,4,petrol,MT,rwd,blue,Базовая,340000,2.5,192,1
5ER,18,530i,17,241521,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,700000,3.0,231,1
5ER,7,520d,4,108000,не битый,1,sedan,4,diesel,AT,rwd,white,Базовая,1500000,2.0,190,1
X6,6,40d,1,50000,не битый,1,SUV,5,diesel,AT,4wd,black,M Sport,4200000,3.0,313,1
7ER,22,735i,22,260000,не битый,3,sedan,4,petrol,AT,rwd,silver,Базовая,360000,3.5,238,1
5ER,18,530d,15,313000,не битый,3,sedan,4,diesel,AT,rwd,black,Базовая,790000,3.0,231,1
5ER,7,520i,4,138264,не битый,1,sedan,4,petrol,AT,rwd,black,,1264000,2.0,184,1
5ER,32,520i,29,327172,не битый,3,sedan,4,petrol,MT,rwd,black,Базовая,345000,2.0,129,1
5ER,20,525i,19,306000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,350000,2.5,192,1
3ER,12,325xi,8,140000,не битый,3,coupe,2,petrol,AT,4wd,dark_blue,Базовая,830000,2.5,218,1
X5,14,35d,12,245000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,1100000,3.0,286,1
X1,11,20d,8,135000,не битый,2,SUV,5,diesel,AT,4wd,dark_blue,Lifestyle,720000,2.0,177,1
3ER,19,325i,18,325000,не битый,3,sedan,4,petrol,MT,rwd,grey,Базовая,300000,2.5,192,1
X1,11,20d,8,64000,не битый,2,SUV,5,diesel,AT,4wd,grey,Базовая,875000,2.0,177,1
X1,11,18i,10,170000,не битый,3,SUV,5,petrol,AT,rwd,white,Urban,649000,2.0,150,1
1ER,9,116i,7,161511,не битый,2,hatchback,5,petrol,AT,rwd,orange,,687000,1.6,136,1
3ER,30,316i,22,328000,не битый,3,hatchback,3,petrol,MT,rwd,black,Базовая,225000,1.6,102,1
5ER,11,530d,9,172467,не битый,2,sedan,4,diesel,AT,4wd,black,,1310000,3.0,258,1
5ER,11,528i,9,200000,не битый,2,sedan,4,petrol,AT,rwd,black,,1190000,3.0,258,1
X6,13,35i,12,170000,не битый,1,SUV,5,petrol,AT,4wd,black,Базовая,935000,3.0,306,1
7ER,15,750i,13,260000,не битый,2,sedan,4,petrol,AT,rwd,black,,523000,4.8,367,1
5ER,4,530i,2,34000,не битый,1,sedan,4,petrol,AT,4wd,black,M Sport,3000000,2.0,249,1
X6,6,30d,4,88313,не битый,2,SUV,5,diesel,AT,4wd,black,Базовая,2899000,3.0,249,1
6ER,9,640i,9,12927,не битый,3,cabriolet,2,petrol,AT,rwd,black,Базовая,2415000,3.0,320,1
7ER,12,740Li,12,149000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,750000,3.0,326,1
X5,14,30i,12,270000,не битый,3,SUV,5,petrol,AT,4wd,dark_blue,Базовая,750000,3.0,272,1
X1,11,20d,9,215435,не битый,3,SUV,5,diesel,AT,4wd,white,Lifestyle,720000,2.0,177,1
1ER,9,116i,7,140894,не битый,3,hatchback,5,petrol,AT,rwd,white,,595000,1.6,136,1
X1,5,18d,3,28247,не битый,1,SUV,5,diesel,AT,4wd,black,Base,1870000,2.0,150,1
3ER,12,318i,9,102000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,640000,2.0,136,1
I8,3,None,1,720,не битый,1,cabriolet,2,electro,AT,4wd,white,,10500888,1.5,374,1
3ER,9,320i,6,102200,не битый,2,sedan,4,petrol,AT,rwd,silver,,1049000,2.0,184,1
X6,13,30d,8,63500,не битый,1,SUV,5,diesel,AT,4wd,black,Базовая,1950000,3.0,245,1
5ER,11,530d,11,199000,не битый,2,hatchback,5,diesel,AT,rwd,black,Базовая,1150000,3.0,245,1
5ER,25,525d,22,350000,не битый,3,wagon,5,diesel,MT,rwd,black,Базовая,190000,2.5,143,1
X6,6,35i,5,17450,не битый,1,SUV,5,petrol,AT,4wd,black,Luxury,2750000,3.0,306,1
X3,6,20d,5,81050,не битый,1,SUV,5,diesel,AT,4wd,brown,Базовая,1630000,2.0,190,1
X1,8,18i,7,185000,не битый,2,SUV,5,petrol,AT,rwd,black,Базовая,800000,2.0,150,1
7ER,12,730d,12,175000,не битый,3,sedan,4,diesel,AT,rwd,grey,Базовая,1030000,3.0,245,1
X1,8,18i,6,74684,не битый,3,SUV,5,petrol,AT,rwd,black,,896000,2.0,150,1
X3,6,20d,5,126000,не битый,2,SUV,5,diesel,AT,4wd,black,Urban,1390000,2.0,190,1
X6,8,35i,7,109000,не битый,2,SUV,5,petrol,AT,4wd,white,Базовая,1750000,3.0,306,1
X6,6,35i,6,107261,не битый,2,SUV,5,petrol,AT,4wd,white,Luxury,1800000,3.0,306,1
3ER,22,328i,22,380000,не битый,3,sedan,4,petrol,MT,rwd,dark_blue,Базовая,350000,2.8,193,1
4ER,7,420i,6,83666,не битый,3,hatchback,5,petrol,AT,rwd,white,Базовая,1350000,2.0,184,1
X5,21,None,17,230000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,650000,3.0,231,1
X5,7,35i,6,140000,не битый,1,SUV,5,petrol,AT,4wd,white,Luxury,2550000,3.0,306,1
3ER,5,320i,5,140000,не битый,1,sedan,4,petrol,AT,rwd,black,Base,1600000,2.0,184,1
7ER,26,735i,23,250000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,365000,3.5,235,1
5ER,11,550i,9,114000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,1499000,4.4,407,1
5ER,25,520i,22,299000,не битый,3,sedan,4,petrol,MT,rwd,black,,170000,2.0,150,1
5ER,11,530d,8,200000,не битый,3,sedan,4,diesel,AT,4wd,black,Luxury,1135000,3.0,258,1
7ER,43,735i,34,313050,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,2000000,3.5,218,1
8ER,31,None,29,200000,не битый,2,coupe,2,petrol,AT,rwd,black,Базовая,1500000,5.0,300,1
X3,6,28i,5,61989,не битый,1,SUV,5,petrol,AT,4wd,dark_blue,Exclusive,1733000,2.0,245,1
X3,10,20i,6,42390,не битый,1,SUV,5,petrol,AT,4wd,black,Базовая,1400000,2.0,184,1
1ER,13,120d,12,196000,не битый,3,hatchback,3,diesel,AT,rwd,white,Базовая,540000,2.0,177,1
1ER,9,116i,8,140000,не битый,1,hatchback,5,petrol,AT,rwd,black,Базовая,810000,1.6,136,1
3ER,9,316i,7,114000,не битый,2,sedan,4,petrol,AT,rwd,white,SE,920000,1.6,136,1
7ER,5,730Ld,3,98000,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,Exclusive,3280000,3.0,265,1
X3,14,20i,13,245000,не битый,3,SUV,5,petrol,MT,4wd,black,Базовая,550000,2.0,150,1
5ER,25,535i,23,535000,не битый,3,sedan,4,petrol,AT,rwd,silver,Базовая,320000,3.5,235,1
5ER,7,520i,7,47839,не битый,2,sedan,4,petrol,AT,rwd,white,Business,1220000,2.0,184,1
X5,10,None,9,105000,не битый,2,SUV,5,petrol,AT,4wd,black,M,1350000,4.4,555,1
X1,8,20i,8,88150,не битый,2,SUV,5,petrol,AT,4wd,dark_blue,xLine,870000,2.0,184,1
3ER,15,320d,12,139219,не битый,1,sedan,4,diesel,AT,rwd,silver,,750000,2.0,177,1
5ER,18,525i,13,222000,не битый,3,sedan,4,petrol,AT,rwd,grey,Базовая,655000,2.5,218,1
X6,13,30d,10,150000,не битый,3,SUV,5,diesel,AT,4wd,black,Базовая,1500000,3.0,245,1
3ER,5,318i,4,95400,не битый,1,sedan,4,petrol,AT,rwd,white,,1155000,1.5,136,1
5ER,4,530d,1,22096,не битый,1,sedan,4,diesel,AT,4wd,white,M Sport,3500000,3.0,249,1
X6,6,35i,4,20350,не битый,1,SUV,5,petrol,AT,4wd,black,Luxury,2650000,3.0,306,1
5ER,39,520i,37,250000,не битый,1,sedan,4,petrol,MT,rwd,white,Базовая,70000,2.0,125,1
5ER,7,M550d,5,75000,не битый,2,sedan,4,diesel,AT,4wd,dark_blue,Базовая,2400000,3.0,381,1
6ER,9,640i,7,75000,не битый,2,coupe,2,petrol,AT,4wd,black,Базовая,1850000,3.0,320,1
X4,6,20d,3,37400,не битый,2,SUV,5,diesel,AT,4wd,black,M Sport,2530000,2.0,190,1
3ER,19,325xi,17,184000,не битый,3,sedan,4,petrol,AT,4wd,grey,Базовая,400000,2.5,192,1
5ER,4,520i,2,11000,не битый,2,sedan,4,petrol,AT,rwd,dark_blue,Business,2100000,2.0,184,1
5ER,11,550i,11,120000,не битый,3,hatchback,5,petrol,AT,rwd,blue,Базовая,850000,4.4,407,1
X1,8,20i,7,196552,не битый,3,SUV,5,petrol,AT,4wd,brown,,765000,2.0,184,1
X5,14,None,11,129055,не битый,3,SUV,5,petrol,AT,4wd,silver,,766690,4.8,355,1
1ER,13,116i,9,103000,не битый,3,hatchback,3,petrol,AT,rwd,black,Базовая,470000,1.6,115,1
5ER,13,520d,12,320000,не битый,3,sedan,4,diesel,MT,rwd,silver,Базовая,650000,2.0,163,1
X3,6,20d,6,86000,не битый,2,SUV,5,diesel,AT,4wd,black,Urban,1550000,2.0,190,1
3ER,15,325i,12,130000,не битый,3,cabriolet,2,petrol,AT,rwd,red,Базовая,849000,2.5,218,1
X3,3,20i,1,11070,не битый,1,SUV,5,petrol,AT,4wd,grey,,2899000,2.0,184,1
X5,10,30d,8,104153,не битый,1,SUV,5,diesel,AT,4wd,grey,,1759000,3.0,245,1
5ER,4,520i,3,145000,не битый,1,sedan,4,petrol,AT,rwd,black,Business,1690000,2.0,184,1
5ER,20,520i,19,291000,не битый,3,wagon,5,petrol,MT,rwd,dark_blue,Базовая,375000,2.2,170,1
3ER,19,320i,16,227000,не битый,3,coupe,2,petrol,AT,rwd,black,Базовая,520000,2.2,170,1
X5,14,None,12,240000,не битый,3,SUV,5,petrol,AT,4wd,black,Базовая,820000,3.0,264,1
5ER,4,530i,2,75283,не битый,1,sedan,4,petrol,AT,4wd,black,M Sport,2450000,2.0,249,1
6ER,17,645i,16,271000,не битый,3,coupe,2,petrol,AT,rwd,black,Базовая,520000,4.4,333,1
5ER,18,530i,15,233000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,499000,3.0,258,1
X6,6,30d,1,24100,не битый,1,SUV,5,diesel,AT,4wd,black,Luxury,4070000,3.0,249,1
7ER,5,730d,4,61300,не битый,2,sedan,4,diesel,AT,4wd,black,Base,3270000,3.0,265,1
X3,10,20i,8,99000,не битый,3,SUV,5,petrol,AT,4wd,white,Базовая,1005000,2.0,184,1
X4,6,20i,3,100000,не битый,2,SUV,5,petrol,AT,4wd,red,,2150000,2.0,184,1
X5,7,30d,6,120000,не битый,1,SUV,5,diesel,AT,4wd,brown,Prestige,2350000,3.0,249,1
X6,8,35i,7,164000,не битый,3,SUV,5,petrol,AT,4wd,white,Базовая,1320000,3.0,306,1
5ER,25,523i,24,235000,не битый,2,sedan,4,petrol,AT,rwd,green,Базовая,259000,2.5,170,1
X5,7,30d,5,97000,не битый,2,SUV,5,diesel,AT,4wd,grey,M Sport,2350000,3.0,249,1
X4,6,20d,2,19373,не битый,2,SUV,5,diesel,AT,4wd,white,,2715271,2.0,190,1
3ER,12,318i,12,140000,не битый,3,sedan,4,petrol,AT,rwd,black,Базовая,450000,2.0,136,1
3ER,19,325i,16,300000,не битый,1,sedan,4,petrol,MT,rwd,white,Базовая,340000,2.5,192,1
4ER,7,428i,6,30000,не битый,1,coupe,2,petrol,AT,4wd,red,Базовая,1950000,2.0,245,1
3ER,5,320i,3,70500,не битый,3,sedan,4,petrol,AT,4wd,dark_blue,,1690000,2.0,184,1
X5,10,30d,8,115000,не битый,3,SUV,5,diesel,AT,4wd,dark_blue,SE,1650000,3.0,245,1
